day,sensor_id,avg_hourly_counts,sensor_description,latitude,longitude,location,rank
Thursday,33,189.89255099024535,Flinders St-Spring St (West),-37.81483252,144.97454056,"(-37.81483252, 144.97454056)",56
Thursday,48,177.33023019634393,QVM-Queen St (East),-37.80631581,144.95866698,"(-37.80631581, 144.95866698)",57
Thursday,8,165.01888401559455,Webb Bridge,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)",58
Thursday,12,161.63327558470488,New Quay,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)",59
Thursday,70,144.46413887619917,Errol Street (East),-37.80456984,144.94946229,"(-37.80456984, 144.94946229)",60
Thursday,49,135.84343770819453,QVM-Therry St (South),-37.80730067,144.95956055,"(-37.80730067, 144.95956055)",61
Thursday,77,134.93493975903615,Harbour Esplanade (West) - Pedestrian path,-37.81441438,144.94433026,"(-37.81441438, 144.94433026)",62
Thursday,34,128.55854311730047,Flinders St-Spark La,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)",63
Thursday,37,126.93726275832982,Lygon St (East),-37.80310271,144.96671452,"(-37.80310271, 144.96671452)",64
Thursday,68,125.95521791283487,Flinders Ln -Degraves St (North),-37.81684789,144.96559789,"(-37.81684789, 144.96559789)",65
Thursday,54,123.42724028548771,Lincoln-Swanston (West),-37.804024,144.963084,"(-37.804024, 144.963084)",66
Thursday,27,113.57626357841816,QV Market-Peel St,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)",67
Thursday,64,110.24717285945073,Royal Pde - Grattan St,-37.79949544,144.95792282,"(-37.79949544, 144.95792282)",68
Thursday,87,109.50520833333333,Errol St (West),-37.80454949,144.94921863,"(-37.80454949, 144.94921863)",69
Thursday,51,103.24540704533963,QVM-Franklin St (North),-37.80841814,144.95906317,"(-37.80841814, 144.95906317)",70
Thursday,62,100.42861214021089,La Trobe St (North),-37.80996494,144.96216521,"(-37.80996494, 144.96216521)",71
Thursday,73,99.5625,Bourke St - Spencer St (South),-37.81695684,144.95415373,"(-37.81695684, 144.95415373)",72
Thursday,44,93.79300515294375,Tin Alley-Swanston St (West),-37.79690473,144.96440378,"(-37.79690473, 144.96440378)",73
Thursday,69,91.77888844462215,Flinders Ln -Degraves St (Crossing),-37.81687225,144.96559145,"(-37.81687225, 144.96559145)",74
Thursday,46,87.35976388002553,Pelham St (South),-37.80240719,144.96156731,"(-37.80240719, 144.96156731)",75
Thursday,85,80.25612745098039,Macaulay Rd (North),-37.79432414,144.92973379,"(-37.79432414, 144.92973379)",76
Thursday,11,66.66314318692667,Waterfront City,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)",77
Thursday,76,62.66257995735608,Macaulay Rd- Bellair St,-37.79453802,144.93036194,"(-37.79453802, 144.93036194)",78
Thursday,86,59.7890625,Queensberry St - Errol St (South),-37.80309992,144.94908064,"(-37.80309992, 144.94908064)",79
Thursday,75,42.85294117647059,Spring St- Flinders st (West),-37.81515275,144.97467661,"(-37.81515275, 144.97467661)",80
Thursday,78,36.79397590361446,Harbour Esplanade (West) - Bike Path,-37.81471642,144.9446508,"(-37.81471642, 144.9446508)",81
Thursday,71,34.268514508445215,Westwood Place,-37.81235775,144.97136962,"(-37.81235775, 144.97136962)",82
Tuesday,38,2318.260714285714,Flinders St-Swanston St (West),-37.81723437,144.96715033,"(-37.81723437, 144.96715033)",1
Tuesday,60,1467.5347222222222,Flinders La - Swanston St (West) Temporary,-37.81668188,144.9668954,"(-37.81668188, 144.9668954)",2
Tuesday,22,1381.2284949365614,Flinders St-Elizabeth St (East),-37.81786445,144.96506823,"(-37.81786445, 144.96506823)",3
Tuesday,41,1270.998106060606,Flinders La-Swanston St (West),-37.81668633,144.96689733,"(-37.81668633, 144.96689733)",4
Tuesday,4,1264.6292404488552,Town Hall (West),-37.81487988,144.9660878,"(-37.81487988, 144.9660878)",5
Tuesday,35,1193.0218968473816,Southbank,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)",6
Tuesday,24,1154.8963231956423,Spencer St-Collins St (North),-37.81887962,144.95449198,"(-37.81887962, 144.95449198)",7
Tuesday,6,1120.2432204918525,Flinders Street Station Underpass,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)",8
Tuesday,13,1042.2004396482814,Flagstaff Station,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)",9
Tuesday,3,1024.3342988476795,Melbourne Central,-37.81101523,144.96429485,"(-37.81101523, 144.96429485)",10
Tuesday,32,963.2000534188035,City Square,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)",11
Tuesday,1,962.5745192307693,Bourke Street Mall (North),-37.8134944,144.96515324,"(-37.8134944, 144.96515324)",12
Tuesday,5,897.1412460713625,Princes Bridge,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)",13
Tuesday,2,872.6450528338137,Bourke Street Mall (South),-37.81380667,144.96516719,"(-37.81380667, 144.96516719)",14
Tuesday,84,802.5095238095238,Elizabeth St - Flinders St (East) - New footpath,-37.81798049,144.96503383,"(-37.81798049, 144.96503383)",15
Tuesday,28,775.098540476838,The Arts Centre,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)",16
Tuesday,15,749.9509111456421,State Library,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)",17
Tuesday,16,732.8361111111111,Australia on Collins,-37.81573422,144.96521044,"(-37.81573422, 144.96521044)",18
Tuesday,47,717.724609375,Melbourne Central-Elizabeth St (East),-37.81160331,144.96220077,"(-37.81160331, 144.96220077)",19
Tuesday,9,618.9914248021108,Southern Cross Station,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)",20
Tuesday,45,601.6482269503546,Little Collins St-Swanston St (East),-37.81414074,144.9660938,"(-37.81414074, 144.9660938)",21
Tuesday,53,588.0125473484849,Collins Street (North),-37.8156419,144.965499,"(-37.8156419, 144.965499)",22
Tuesday,55,579.2215293731539,Elizabeth St-La Trobe St (East),-37.80988941,144.96134331,"(-37.80988941, 144.96134331)",23
Tuesday,58,513.9058751778817,Bourke St - Spencer St (North),-37.81686074,144.95358075,"(-37.81686074, 144.95358075)",24
Tuesday,57,500.17462718824294,Bourke St Bridge,-37.8176735,144.95025595,"(-37.8176735, 144.95025595)",25
Tuesday,17,499.6541218637993,Collins Place (South),-37.81362542,144.97323592,"(-37.81362542, 144.97323592)",26
Tuesday,25,477.0976683210038,Melbourne Convention Exhibition Centre,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)",27
Tuesday,21,476.3006835846053,Bourke St-Russell St (West),-37.81244703,144.96778757,"(-37.81244703, 144.96778757)",28
Tuesday,26,468.6175123484508,QV Market-Elizabeth St (West),-37.80869542,144.96049404,"(-37.80869542, 144.96049404)",29
Tuesday,66,456.49237029501523,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)",30
Tuesday,19,421.6739150131376,Chinatown-Swanston St (North),-37.81237202,144.96550671,"(-37.81237202, 144.96550671)",31
Tuesday,18,402.6963110172649,Collins Place (North),-37.81344861,144.97305354,"(-37.81344861, 144.97305354)",32
Tuesday,14,370.1149367407314,Sandridge Bridge,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)",33
Tuesday,30,364.2937265917603,Lonsdale St (South),-37.81121849,144.96656807,"(-37.81121849, 144.96656807)",34
Tuesday,79,346.45307167235495,Flinders St (South),-37.81794046,144.96616678,"(-37.81794046, 144.96616678)",35
Tuesday,23,333.8629769934399,Spencer St-Collins St (South),-37.81909256,144.95452749,"(-37.81909256, 144.95452749)",36
Tuesday,29,311.73503787878786,St Kilda Rd-Alexandra Gardens,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)",37
Tuesday,59,282.61653454133636,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)",38
Tuesday,61,281.8534642951951,RMIT Building 14,-37.80767455,144.96309115,"(-37.80767455, 144.96309115)",39
Tuesday,52,280.7960972383,Elizabeth St-Lonsdale St (South),-37.81252157,144.9619401,"(-37.81252157, 144.9619401)",40
Tuesday,36,261.8629879464779,Queen St (West),-37.81652527,144.96121063,"(-37.81652527, 144.96121063)",41
Tuesday,40,257.6790084388186,Lonsdale St-Spring St (West),-37.80999341,144.97227588,"(-37.80999341, 144.97227588)",42
Tuesday,20,254.47121688370004,Chinatown-Lt Bourke St (South),-37.81172913,144.9682466,"(-37.81172913, 144.9682466)",43
Tuesday,7,246.31090347373973,Birrarung Marr,-37.81862929,144.97169395,"(-37.81862929, 144.97169395)",44
Tuesday,42,239.5903439005265,Grattan St-Swanston St (West),-37.80008565,144.96386412,"(-37.80008565, 144.96386412)",45
Tuesday,67,232.8285033743549,Flinders Ln -Degraves St (South),-37.81688755,144.9656257,"(-37.81688755, 144.9656257)",46
Tuesday,63,232.58794788273616,231 Bourke St,-37.81333081,144.96675572,"(-37.81333081, 144.96675572)",47
Tuesday,56,222.4024319629415,Lonsdale St - Elizabeth St (North),-37.81234775,144.96153311,"(-37.81234775, 144.96153311)",48
Tuesday,39,214.62746365105008,Alfred Place,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)",49
Tuesday,43,202.23848146896475,Monash Rd-Swanston St (West),-37.79844525,144.96411782,"(-37.79844525, 144.96411782)",50
Tuesday,65,200.90694668820677,Swanston St - City Square,-37.81569416,144.96680641,"(-37.81569416, 144.96680641)",51
Tuesday,31,200.35972523499638,Lygon St (West),-37.8016968,144.96658911,"(-37.8016968, 144.96658911)",52
Tuesday,72,188.2894106372784,Flinders St- ACMI,-37.81726337,144.96872809,"(-37.81726337, 144.96872809)",53
Tuesday,10,186.517911975435,Victoria Point,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)",54
Tuesday,33,185.26895119418484,Flinders St-Spring St (West),-37.81483252,144.97454056,"(-37.81483252, 144.97454056)",55
Tuesday,50,182.90538663373977,Faraday St-Lygon St (West),-37.79808191,144.96721014,"(-37.79808191, 144.96721014)",56
Tuesday,48,171.3201219512195,QVM-Queen St (East),-37.80631581,144.95866698,"(-37.80631581, 144.95866698)",57
Tuesday,8,164.30221460907867,Webb Bridge,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)",58
Tuesday,12,159.33314855875832,New Quay,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)",59
Tuesday,70,139.83008608971454,Errol Street (East),-37.80456984,144.94946229,"(-37.80456984, 144.94946229)",60
Tuesday,49,128.97991967871485,QVM-Therry St (South),-37.80730067,144.95956055,"(-37.80730067, 144.95956055)",61
Tuesday,77,128.2355396541443,Harbour Esplanade (West) - Pedestrian path,-37.81441438,144.94433026,"(-37.81441438, 144.94433026)",62
Tuesday,34,122.58324428296645,Flinders St-Spark La,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)",63
Tuesday,68,118.97737197300516,Flinders Ln -Degraves St (North),-37.81684789,144.96559789,"(-37.81684789, 144.96559789)",64
Tuesday,37,118.45391729563092,Lygon St (East),-37.80310271,144.96671452,"(-37.80310271, 144.96671452)",65
Tuesday,54,118.27580106152939,Lincoln-Swanston (West),-37.804024,144.963084,"(-37.804024, 144.963084)",66
Tuesday,64,113.17334423548651,Royal Pde - Grattan St,-37.79949544,144.95792282,"(-37.79949544, 144.95792282)",67
Tuesday,27,108.21899521962659,QV Market-Peel St,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)",68
Tuesday,87,103.27777777777777,Errol St (West),-37.80454949,144.94921863,"(-37.80454949, 144.94921863)",69
Tuesday,51,100.3439330543933,QVM-Franklin St (North),-37.80841814,144.95906317,"(-37.80841814, 144.95906317)",70
Tuesday,62,95.89694547530688,La Trobe St (North),-37.80996494,144.96216521,"(-37.80996494, 144.96216521)",71
Tuesday,44,91.87867121328787,Tin Alley-Swanston St (West),-37.79690473,144.96440378,"(-37.79690473, 144.96440378)",72
Tuesday,73,89.81698113207547,Bourke St - Spencer St (South),-37.81695684,144.95415373,"(-37.81695684, 144.95415373)",73
Tuesday,46,89.55188378033206,Pelham St (South),-37.80240719,144.96156731,"(-37.80240719, 144.96156731)",74
Tuesday,69,84.9614926558158,Flinders Ln -Degraves St (Crossing),-37.81687225,144.96559145,"(-37.81687225, 144.96559145)",75
Tuesday,85,77.16547619047618,Macaulay Rd (North),-37.79432414,144.92973379,"(-37.79432414, 144.92973379)",76
Tuesday,11,70.73566995253742,Waterfront City,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)",77
Tuesday,76,58.57686212361331,Macaulay Rd- Bellair St,-37.79453802,144.93036194,"(-37.79453802, 144.93036194)",78
Tuesday,86,57.47727272727273,Queensberry St - Errol St (South),-37.80309992,144.94908064,"(-37.80309992, 144.94908064)",79
Tuesday,75,39.70366649924661,Spring St- Flinders st (West),-37.81515275,144.97467661,"(-37.81515275, 144.97467661)",80
Tuesday,78,36.946929039952295,Harbour Esplanade (West) - Bike Path,-37.81471642,144.9446508,"(-37.81471642, 144.9446508)",81
Tuesday,71,33.45853029651912,Westwood Place,-37.81235775,144.97136962,"(-37.81235775, 144.97136962)",82
Wednesday,38,2431.9305555555557,Flinders St-Swanston St (West),-37.81723437,144.96715033,"(-37.81723437, 144.96715033)",1
Wednesday,60,1575.810606060606,Flinders La - Swanston St (West) Temporary,-37.81668188,144.9668954,"(-37.81668188, 144.9668954)",2
Wednesday,22,1405.0697185565807,Flinders St-Elizabeth St (East),-37.81786445,144.96506823,"(-37.81786445, 144.96506823)",3
Wednesday,41,1332.0407499521714,Flinders La-Swanston St (West),-37.81668633,144.96689733,"(-37.81668633, 144.96689733)",4
Wednesday,4,1323.8621586475942,Town Hall (West),-37.81487988,144.9660878,"(-37.81487988, 144.9660878)",5
Wednesday,35,1221.688824536001,Southbank,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)",6
Wednesday,24,1187.5777072949707,Spencer St-Collins St (North),-37.81887962,144.95449198,"(-37.81887962, 144.95449198)",7
Wednesday,6,1153.6990437240634,Flinders Street Station Underpass,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)",8
Wednesday,3,1055.545881321983,Melbourne Central,-37.81101523,144.96429485,"(-37.81101523, 144.96429485)",9
Wednesday,13,1054.5125899280577,Flagstaff Station,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)",10
Wednesday,32,1038.5958067940553,City Square,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)",11
Wednesday,1,1018.1309475941563,Bourke Street Mall (North),-37.8134944,144.96515324,"(-37.8134944, 144.96515324)",12
Wednesday,5,971.6075887091815,Princes Bridge,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)",13
Wednesday,2,928.0784984984984,Bourke Street Mall (South),-37.81380667,144.96516719,"(-37.81380667, 144.96516719)",14
Wednesday,28,848.0153524709302,The Arts Centre,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)",15
Wednesday,84,828.1190476190476,Elizabeth St - Flinders St (East) - New footpath,-37.81798049,144.96503383,"(-37.81798049, 144.96503383)",16
Wednesday,15,775.8541505042668,State Library,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)",17
Wednesday,16,766.5350553505535,Australia on Collins,-37.81573422,144.96521044,"(-37.81573422, 144.96521044)",18
Wednesday,47,741.8664611390557,Melbourne Central-Elizabeth St (East),-37.81160331,144.96220077,"(-37.81160331, 144.96220077)",19
Wednesday,45,629.345036535377,Little Collins St-Swanston St (East),-37.81414074,144.9660938,"(-37.81414074, 144.9660938)",20
Wednesday,9,624.4420154945649,Southern Cross Station,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)",21
Wednesday,53,609.7041224970553,Collins Street (North),-37.8156419,144.965499,"(-37.8156419, 144.965499)",22
Wednesday,55,585.6125534012488,Elizabeth St-La Trobe St (East),-37.80988941,144.96134331,"(-37.80988941, 144.96134331)",23
Wednesday,58,533.1072227873856,Bourke St - Spencer St (North),-37.81686074,144.95358075,"(-37.81686074, 144.95358075)",24
Wednesday,17,514.764822640543,Collins Place (South),-37.81362542,144.97323592,"(-37.81362542, 144.97323592)",25
Wednesday,57,509.3895187165775,Bourke St Bridge,-37.8176735,144.95025595,"(-37.8176735, 144.95025595)",26
Wednesday,21,493.93423887587824,Bourke St-Russell St (West),-37.81244703,144.96778757,"(-37.81244703, 144.96778757)",27
Wednesday,25,491.91803895737274,Melbourne Convention Exhibition Centre,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)",28
Wednesday,66,483.0702409229725,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)",29
Wednesday,26,465.92774540564767,QV Market-Elizabeth St (West),-37.80869542,144.96049404,"(-37.80869542, 144.96049404)",30
Wednesday,19,438.8206971875853,Chinatown-Swanston St (North),-37.81237202,144.96550671,"(-37.81237202, 144.96550671)",31
Wednesday,18,407.66366403677705,Collins Place (North),-37.81344861,144.97305354,"(-37.81344861, 144.97305354)",32
Wednesday,30,385.37545667447307,Lonsdale St (South),-37.81121849,144.96656807,"(-37.81121849, 144.96656807)",33
Wednesday,14,378.3940718221547,Sandridge Bridge,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)",34
Wednesday,79,365.57728437233135,Flinders St (South),-37.81794046,144.96616678,"(-37.81794046, 144.96616678)",35
Wednesday,23,342.5523853635943,Spencer St-Collins St (South),-37.81909256,144.95452749,"(-37.81909256, 144.95452749)",36
Wednesday,29,326.4079780697609,St Kilda Rd-Alexandra Gardens,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)",37
Wednesday,52,290.65442764578836,Elizabeth St-Lonsdale St (South),-37.81252157,144.9619401,"(-37.81252157, 144.9619401)",38
Wednesday,40,286.17973614775724,Lonsdale St-Spring St (West),-37.80999341,144.97227588,"(-37.80999341, 144.97227588)",39
Wednesday,61,286.14137656125433,RMIT Building 14,-37.80767455,144.96309115,"(-37.80767455, 144.96309115)",40
Wednesday,59,285.1616954474097,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)",41
Wednesday,20,275.4589898262357,Chinatown-Lt Bourke St (South),-37.81172913,144.9682466,"(-37.81172913, 144.9682466)",42
Wednesday,36,273.8474873820496,Queen St (West),-37.81652527,144.96121063,"(-37.81652527, 144.96121063)",43
Wednesday,7,261.22320690950056,Birrarung Marr,-37.81862929,144.97169395,"(-37.81862929, 144.97169395)",44
Wednesday,42,249.6568823660218,Grattan St-Swanston St (West),-37.80008565,144.96386412,"(-37.80008565, 144.96386412)",45
Wednesday,67,247.4906560636183,Flinders Ln -Degraves St (South),-37.81688755,144.9656257,"(-37.81688755, 144.9656257)",46
Wednesday,63,246.01043364851645,231 Bourke St,-37.81333081,144.96675572,"(-37.81333081, 144.96675572)",47
Wednesday,48,230.53148742191456,QVM-Queen St (East),-37.80631581,144.95866698,"(-37.80631581, 144.95866698)",48
Wednesday,56,228.53294685990338,Lonsdale St - Elizabeth St (North),-37.81234775,144.96153311,"(-37.81234775, 144.96153311)",49
Wednesday,65,220.36007764477515,Swanston St - City Square,-37.81569416,144.96680641,"(-37.81569416, 144.96680641)",50
Wednesday,39,220.278414568827,Alfred Place,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)",51
Wednesday,72,213.9716754680749,Flinders St- ACMI,-37.81726337,144.96872809,"(-37.81726337, 144.96872809)",52
Wednesday,31,211.42917604682575,Lygon St (West),-37.8016968,144.96658911,"(-37.8016968, 144.96658911)",53
Wednesday,43,210.49949557224525,Monash Rd-Swanston St (West),-37.79844525,144.96411782,"(-37.79844525, 144.96411782)",54
Wednesday,50,190.67718110478535,Faraday St-Lygon St (West),-37.79808191,144.96721014,"(-37.79808191, 144.96721014)",55
Wednesday,10,189.34216057166876,Victoria Point,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)",56
Wednesday,33,187.44170237919315,Flinders St-Spring St (West),-37.81483252,144.97454056,"(-37.81483252, 144.97454056)",57
Wednesday,8,165.96156666259319,Webb Bridge,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)",58
Wednesday,12,161.31209523222105,New Quay,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)",59
Wednesday,49,148.76218388879585,QVM-Therry St (South),-37.80730067,144.95956055,"(-37.80730067, 144.95956055)",60
Wednesday,70,145.35294117647058,Errol Street (East),-37.80456984,144.94946229,"(-37.80456984, 144.94946229)",61
Wednesday,77,135.7397014925373,Harbour Esplanade (West) - Pedestrian path,-37.81441438,144.94433026,"(-37.81441438, 144.94433026)",62
Wednesday,34,127.23569131832798,Flinders St-Spark La,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)",63
Wednesday,68,123.82107355864811,Flinders Ln -Degraves St (North),-37.81684789,144.96559789,"(-37.81684789, 144.96559789)",64
Wednesday,37,122.65554734508603,Lygon St (East),-37.80310271,144.96671452,"(-37.80310271, 144.96671452)",65
Wednesday,54,122.6242376549282,Lincoln-Swanston (West),-37.804024,144.963084,"(-37.804024, 144.963084)",66
Wednesday,51,114.40612962652823,QVM-Franklin St (North),-37.80841814,144.95906317,"(-37.80841814, 144.95906317)",67
Wednesday,64,111.59905288082084,Royal Pde - Grattan St,-37.79949544,144.95792282,"(-37.79949544, 144.95792282)",68
Wednesday,27,110.65346624376983,QV Market-Peel St,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)",69
Wednesday,87,110.10648148148148,Errol St (West),-37.80454949,144.94921863,"(-37.80454949, 144.94921863)",70
Wednesday,62,108.04144041154616,La Trobe St (North),-37.80996494,144.96216521,"(-37.80996494, 144.96216521)",71
Wednesday,44,95.06726359467133,Tin Alley-Swanston St (West),-37.79690473,144.96440378,"(-37.79690473, 144.96440378)",72
Wednesday,69,89.5582504970179,Flinders Ln -Degraves St (Crossing),-37.81687225,144.96559145,"(-37.81687225, 144.96559145)",73
Wednesday,46,89.47611439527081,Pelham St (South),-37.80240719,144.96156731,"(-37.80240719, 144.96156731)",74
Wednesday,73,87.65277777777777,Bourke St - Spencer St (South),-37.81695684,144.95415373,"(-37.81695684, 144.95415373)",75
Wednesday,85,77.72738095238095,Macaulay Rd (North),-37.79432414,144.92973379,"(-37.79432414, 144.92973379)",76
Wednesday,11,66.74245827010623,Waterfront City,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)",77
Wednesday,76,61.001057641459546,Macaulay Rd- Bellair St,-37.79453802,144.93036194,"(-37.79453802, 144.93036194)",78
Wednesday,86,58.57575757575758,Queensberry St - Errol St (South),-37.80309992,144.94908064,"(-37.80309992, 144.94908064)",79
Wednesday,75,41.63462506290891,Spring St- Flinders st (West),-37.81515275,144.97467661,"(-37.81515275, 144.97467661)",80
Wednesday,78,37.44119402985075,Harbour Esplanade (West) - Bike Path,-37.81471642,144.9446508,"(-37.81471642, 144.9446508)",81
Wednesday,71,34.847180370210936,Westwood Place,-37.81235775,144.97136962,"(-37.81235775, 144.97136962)",82
